	youtube_id	comment	like_num
41	AjPic	am i the only one that pictured dr evil when he said  one hundred million viles  lol	6
42	AlToki	trump is constantly interrupting the moderator   i    biden 2020  period  doesn t trump realise opening schools is literally gonna cause thousands of deaths   then there will be no nation	25
43	Alex7	the auspicious john acromegaly harm because friend coincidingly kick near a silent screwdriver  wiry  swift dedication	0
44	AlexGZetaRex0rbis	biden himself mentioned  red states      biden lied about several large principles   but i love how these people know they re lying about president trump   they can t hide it   it gets awkward as they lie   they know they re doing wrong  but they re only getting paid to do and say what they re told   they just need to realize that the policies biden and harris will put in place will get rid of the us government as we know it   trump will have been the last president  as the  title of the book  of the united states          biden s government will affect the people of cnn  their family  their kids  their loved ones  and the rest of us	0
45	AlexGarcia	i have friends and family that watched this debate and made a decision based on what was said     sleepy joe burns just lost some votes	8
46	AlexPetrus	joe biden has brain problem  i have to laugh he should lead america ha ha ha	8
47	AlexWilly	who build the cage   donald trump build the wall	0
48	AlexisDavis	i live in nc and i have seen first hand what is going on and we are not having a spike due to business  being closed  we are having a spike because people are not wearing masks  social distancing  and not covering their mouth when they cough or sneeze  since day 1 people have been going out every single day doing whatever they want  it s not the business  it s the people deliberately not doing their part	0
49	AlfredAdler	senator loeffler a succubus	0
50	AlhajiPaul	i never believed in love spells until i met this world s top spell caster  he is really powerful and could help cast spells to bring back one s gone  lost  misbehaving lover and magic money spell or spell for a good job i m now happy   a living testimony cos the woman i had wanted to marry left me 2 weeks before our wedding and my life was upside down cos our relationship has been on for 2years    i really loved him  but his mother was against us and he had no good paying job  so when i met this spell caster  i told him what happened and explained the situation of things to him  at first i was undecided  skeptical and doubtful  but i just gave it a try  and in 7 days when i returned to usa  my girlfriend now wife  called me by herself and came to me apologizing that everything had been settled with his mom and family and she got a new job interview so we should get married  i didn t believe it cos the spell caster only asked for my name and my girlfriends name and all i wanted him to do    well we are happily married now and we are expecting our little kid  and my wife also got the new job and our lives became much better  in case anyone needs the spell caster for some help  his email address is dr macaulayherbalhome yahoo com   or whatsapp him   2348113717132  hope he helps you out our opportunity    contact this great spell caster via email  dr macaulayherbalhome yahoo              com	0
51	AlisherAzizov	biden was told something in the earpiece again	11
52	AlisonYeung	am i the only one that is wondering why trump mentioned that there is more ventilators being manufactured when there is already a so called cure	0
53	AlissaLatham	i am the least racist person   i m sure i m not the only person that sees an issue with that statement that trump said twice	14
54	AllyMills	this moderator was amazing	43
55	AloofKeegan	we re the dancing	0
56	Alpha119	cnn analysts not talking about biden closing the oil industry    hahaha	6
57	AlphaAlphi	i don t really think new york is dead  it s kinda just as busy all around  most ppl haven t stopped the hustle	0
58	Alyssam2091	im here for a school assignment  and im not very political because i hate going back and forth with people  but i enjoyed this alot	0
59	AmariSeymore	lol who is doing homework on this	4
60	AmariahInvictus	liar parents did not bring them       ice says the parents don t want them	0
61	Amberlight	lowkey this is entertaining	0
62	AmeliaRobustelli	i think i will go away on november 4   an es rally i was dance macho man  nat once he had a minute of silence for the 225  00 americans dead   and he thinks he is a macho man he is a sociopath	1
63	AmishLakra	trump  just stop blaming the whole country for coronavirus just because of some lazy scientists in wuhan	1
64	AnaR	trump was awesome	0
65	AnakinSkywalker	i think trump will win the election	0
66	AnandManoharan	the moderator wins	0
67	AnchalemeWeldesilase	hi cnn yesterday trump was talking to sudan and israel pray ministers on phone and he say about ethiopian biggest dam   egypt is not happy abut it so she my   bomb the dam and us holding all the seaport to ethiopia   if you see the video it explain a lot pleas what that men can you give us any explanation is he declaring a wares against ethiopia	0
68	AndreiA	red wave smelling	5
69	AndyM	i have to say trump was unusually calm     felt uncomfortable watching him debate	63
70	AndyPan	yo joe ain t lookin so sleepy	2
71	AngeMerkeltHeil	biden kill seal team 6	1
72	AngelO	well  i came to this country to work hard and make money so you should know who has my vote	77
73	AngelaHalliwell	the taxman needs to consult with their  chinese counterparts    they seem to be better at tackling tax evasion	0
74	AngelaWilson	i have always wanted the best for me and my husband  we live together so happily that we had never have issues which we can t resolve  he was the best for me  we have been married for over 3 years now  i was lost in confusion when he told me he don t want our marriage anymore  this happened when he came back from his trip with all the saying that he has found another woman he love so much and want a divorce  i pleaded with him and he should please consider our kids too  my words where so useless to him  i was so confused that i have to seek for help and solution when i came across this prophetess  he told me what i need to do so i did and after 5 days my husband came back apologizing for everything he has done and want us back again  now i happy to share this with everyone for what dr ehikioya has done for me  you can also seek help from him by contacting him on email   drehikioya85226 gmail com    he has a solutions to different marital problem like getting pregnant wining of court case etc you can still call him or whatsapp him with this number  2349064159687  via too email  dramosehikioyaspelltemple gmail com	0
75	AngieHibbs	i love trumps face expressions    trump 2020	0
76	AnimeThighs	i am the least racist person in this room  stop the cap	3
77	Anisulli	i think hunter biden just saved the world  thank you hunter	4
78	AnitaDevi	why indians are here  lol jy sri ram	0
79	AnitaDickson	trump this time around sounded more like vp mike pence	0
80	AnnYeawonLee	if anybody votes for joe after this debate  they are as sleepy as he is	5
81	AnnaMarie	more respectful this time around  i m sure their teachers gave them a good scolding and threatened to expel them if they didn t listen     seriously  though  it is beyond sickening to listen to the political rhetoric and the back and forth accusations  when you know that this is a facade and the elite behind the scenes  who have already dictated the winner  are laughing up their sleeves  passing the popcorn during the show  these debates are such a waste of time  if the election could be taken at face value  it would matter  but it cannot  just follow the money trail and you will find out who really runs the nation and the world  whoever holds the purse strings  makes the decisions	0
82	AnnisaArthurCastro	i m no trumper but i must say he put on a more refined performance for this debate  he sounds more eloquent and lucid  he seemed to actually take his debate handlers seriously this time around  maybe he sees the writing on the wall and it s getting to him	3
83	AnthonyRoca	1 52 30 joe mistakes trump for abe lincoln 56 02 that s very reassuring joe thank you	0
84	Antimatterstudios	man what a much of jokers	0
85	AntoineJanssen	trump won this hands down	0
86	AntonKhilkevich	we are entering a dark winter if we choose biden  main idea of this debating so the main question is     who build those cages joe     what a biguy biden is     selling america to china	3
87	AoifeD	china s not responsible for trump lying   not protecting his citizens when it got to us	0
88	ApexZeneth	trump is meeting and exceeding our expectations  but obama didn t set the bar very high  did he	1
89	Appllenet	biden   putin s project	0
90	Archive	mostly trump voters dominating the comments  cnn has got a lot of work to do here	10
91	ArianeChapman	congratulated by what countries  australia s down here laughing at you   literally you are our point of reference of how not to combat covid	3
92	ArisenLeafcommentinspector	i can t wait to see this shit in the textbooks 60 years later	0
93	ArkaprabhaMajumdar	biden doesn t know what he s talking about	2
94	ArunaMalkani	all biden know is  come on    why the anchor always interrupts trump why is trump given less time	19
95	Asap870	see after all this bs they was spewing for this guy   when you just sit and listen to him and what hes done   biden is terrible and how he beat kamala i  do not know but o will say they aren t fit to come in and make anything better all of theyre ideas are going backwards	1
96	AshC	48 52 okay bunker boy	0
97	AsiaRamsey	republic congress               that s the answer	0
98	Assassin	raising the minimum wage does nothing but increase prices for products and services to compensate for the increase in employee salary while decreasing the value of the salary of anyone and everyone not under the minimum wage blanket  it hurts the economy  it does not help it	0
99	AvoirLeTrac	38 33 is when it actually starts	81
100	AvyF	he called europe a country  what an idiot  so glad biden harris will be our new leaders	0
101	Aymnot	cnn won t run anything on the bunter hiden story because it s real news  just do one thing before this is deleted  be a critical thinker  the world needs more of them	19
102	BAQ	biden	0
103	BB	proud boys going to burn down some of the elections buildings  if trump doesn t get reelected	0
104	BKL	red wave flips california    how s that for a headline   esad	0
105	BS	trump2020	0
106	BSSTV	heres the deal	0
107	BabaYaga	where s trumps wall	2
108	BabiesBabies	i m a 55 percent with trump and the left 45  with biden	0
109	BackyardBuck	why the hell would anyone want to become a doctor a   rapper or anyone making over 400 000 if they re gonna be paying 62  of their  income to taxes  fifty cent is right   it s just ridiculous  if biden gets in you can say goodbye to your classic cars   the ones that we have put money into to fix up and restore to their  original beauty and only drive every now and then  i m sorry but i didn t restore my baby just to let her sit	2
110	BalrFan	well     there goes our world  boooo biden	0
111	BarnyiBarnabs	american presidential debates in the 21th century  first candidate  everyone supports me  everything i do is perfect and you are a communist second candidate  everyone hates you  everything you do is shit and you are a fascist  no programs  no plans for anything  they are only playing the huge companies  game of poker  this is the american developed country which we all love	0
112	BatangPulubi	haha biden is burn    hahaha	0
113	BbhshehHsbsbebbd	well  if biden won this  china gonna rule the us trump is the truth	0
114	BdjdndndJdjsjs	i hate being here but my teacher wants us to write a hole paper on this omg i m in 7th grade why do i care	0
115	BeachGirrl	did you know that the obama biden administration altered the smile munde act to make it legal to use propaganda against the american people    think about that   why would anyone do that to their country  what were they planning that they needed to be able to lie to americans	0
116	Bean	joe biden s entire points are only accusatory  they dont have real sense  they are all just accusations which to me makes him seem to ingenuine  i just could never vote for him  its all about playing the victim against a bad man called president trump  like for crying out loud	0
117	BeckMiller	during the final debate 2020   trump to biden   you re a corrupt politician joe  bidens rebuttal to trump   come on man   me   seriously   come on	0
118	BeckeWalker	i don t look at this as blue states vs red states  but look at the red states	12
119	BeforeNow	i am not american but i love watching this	0
120	BehzadBehmand	he s insisting on 3 million dollars as a lot of money  but the same time says 440 mil of dept is nothin much	1
121	BelkisGarcia	my president god bless him  god bless america	0
122	Bella0385	other countries in particular europe  he knows that the continent includes over 40 countries right  mind being more specific  what does the military have to do with the citizens getting the future cure  moderator so can you guaranty that we ll have a cure within a few weeks  trump no but by the end of the year  how can anyone vote for someone who stretches a couple of weeks to months  when it comes to a cure for a deadly virus	0
123	BellyCrusher	you people are speaking english too good  where did you learn from	0
124	BenitoCamelaz	pablo escobar kill between 3 to 5 presidential candidates i stared to pray for him to resurrect so he can help us destroy  biden s  and the clinton s tons cartels	0
125	BenjaminZalonis	did you know that the most asked question on twitter after this debate was   how do i change my vote	0
126	BennitoJoseph	trump just poked elon musk saying that solar is not enough  fight  fight  fight	0
127	BensBens1	fake news  take money from china	0
128	BertinaVillarreal	dude carrot cake said like 100000000  he has been in the goverment 47 years  wth caresssss just becuase he is a democrat does not mean he did not make mistakes in his career like carrot cake did   trump learned his lesson when he got covid 19	1
129	BetsysHood	joes laptop the russians did it	0
130	BigMood	difference i see in this comment section and the fox news comment section    the fox news comment section spoke mostly about policies and the actual debate  along with some jokes   this comment section on the other hand isn t really doing that but the comments are funny and entertaining  take that as you will	1
131	Bigfellr	trump  who built the cages joe   biden  yes	191
132	BillyGuffey	most republicans haven t voted yet	0
133	BlackSheepComicCollector	trump 2020 biden lost me as an independent	0
134	BlackTemplar39	i don t do what he does with the blue and red states   but look at the states with spikes  red states	156
135	BlackgirlMagic	fact checkers are having field day with trump	7
136	BlackhawkUH60	like if biden fan	0
137	BlingBlingStarmie	bidens final answer relaxed me a little bit  i was breathing a bit easier  my heartrate slowed  id be happy with this guy as president  he can calm down a troubled nation	0
138	Blucity16	i really hate how both of theses fools speak	0
139	BobChannell	does anyone know what socialized medicine is   oh of course  it s what they have in russia  why didn t i think of that   wait a minute  that might be communized medicine  i m confused again now  maybe it s what they have in europe  where everybody gets healthcare for free  and it doesn t cost them any more than what we pay in premiums over here  and for that price  everybody gets healthcare  maybe youtube should have flagged this debate as fake news	0
140	BobChico	moderator  biden  do you have a respo    biden  no	40
141	Bobby	the cnn  pundits  talked about about trump lying in the segment after the debate  but no mention of biden s lies lol  excellent moderator  but still bias from cnn	44
142	Boithick	i just came from flamingo	0
143	BonoysTerre	go trump go	0
144	BossLE	the curvy quince intralysosomally reply because whiskey traditionally connect barring a toothsome plaster  fancy  unkempt flower	0
145	BoyKelly	joe xi biden lie over fracking  joe made in china	0
146	BrandAugment	trump       i take full responsibility  it s not my fault that it  covid  came here     someone needs to explain  full responsibility  to the president so he doesn t contradict himself in every sentence	0
147	BrandonMay	good lord  could we talk about something else other than covid  sheezus	1
148	BrassCatcher	1 16 27 straight savage	0
149	Bri	i miss when politics were actually telling us what you are gonna do for our country instead of just trashing the other person	0
150	BrianAndrews	who built the cages joe	190
151	BrianGraves	with what i have observed in this debate thus far  biden stuttered on numerous responses and did not give viable responses to the majority of the questions asked   nobody mentioned the bill passed earlier this year by democrats to release multiple felons who murdered and raped numerous victims and instead of deporting all these immigrants out of the country  also pertaining to the ones who have been deported already as well  they instead have the american taxpayer purchase a ticket for the deported and bring them back into this country with immunity to numerous future repercussions  all this was done right before the riots all around the country broke out and evidence was even given about government officials being instigators for a lot of the massive rioting that literally spun out of control   i have my doubts on joe biden s ability to effective run his country or make an honest decision for the american people without any chance of profit for him in return   too many questions need to be answered and none have been thus far	0
152	BrianMurrayTRUTHAVOICEINTHEDESERT	1 05 03  cheers don t put your precious children in front of computer screens   it kills them   cheers	1
153	BruciusMaximus	look fat  listen  pushups and hairy legs  we support you   yours truly   cnn	0
154	BrunaWeidgenant	this presidential debate sounds more like a presidential bickering	12
155	BrunoVeiga	i m not americons  just came here for the lol s   p	0
156	C	this is just an episode of parks n recs	0
157	CAlvz	1 27 03 he was so anxious and desperate to respond	6
158	CMoore	i hate to tell biden but he s been pushing the fear and if he is elected he will not represent me he ll represent his special interest communists	1
159	CaLife	i m sad the fly didn t make a guest appearance	14
160	CalHackit	for the american voter to hear every word you say   turns off trumps mic	13
161	CalebBurrell	i take full responsibility  but it s china s fault	0
162	CalebCaleb	this is exactly how many  come ons  joe biden said	46
163	CaleighA	i know more about wind than you	168
164	California420USAUSA420California	cnn cantnotnews the binden tv    not really 1st amendment worthy	0
165	CalvinTBlackmore	how are people with no social security numbers 1st responders  why is the moderator allowing biden to always  be the last word  biden says his peace trump says his peace then she allows biden to speak again  where s the fairness at  has anyone else noticed this  moderator allows biden to talk but keeps trying to stop trump from talking	2
166	CameronBear	the cheeto race has fallen	1
167	CameronDickson	the noxious modem emphatically pretend because dragonfly serologically scrape towards a distinct drink  optimal  large letter	0
168	CapitalDude	trump war room tweeted the tape  that biden wanted so badly	42
169	CaptainMarvel	if biden wins i ll bet our gas prices will soar	45
170	CaptainMcObvious	we cannot stop using oil in five years  that will make driving so expensive that nobody will be able to own a car   i hope joe biden was just having a senior moment  although  he can t use that as an excuse for that 94 crime bill  we need to open this economy up and stop using this as an excuse to lock more people up like joe did with his 94 crime bill	0
171	CaptainPangolin	trump 2020  biden ignorant or lying about minimum wage  it will ruin business and increase unemployment	1
172	CaptainYapper	amazing  more popcorn eaten during this debate than in current theaters	11
173	CarlosMunoz	go biden   nicely done	2
174	CarlosUrtecho	why didn t you do that four years ago    joebiden     i ran because of you because you did a poor job	7
175	CarolineMcCarney	folks save your lifes and the lifes of ur loved ones vote this super spreader trump out	0
176	CaseyBonera	i am 14 years old and am around children all day babysitting  and to be honest while i was watching this debate it felt like i was watching two children argue and accuse each other of something that really isn t of importance anymore  all while they are denying everything the other is accusing them of  i feel bad for the moderator  she is pretty much babysitting these two and i m not to sure that others view it this way but it is just how i am understanding the debates  they re like a bunch of children	0
177	CaseyPfeiffer	can we talk about this  virus cure  in three weeks lol	43
178	Cashanator	this is so much more civilized lol	0
179	Cashisking	biden is reading most of what he s saying wtf	4
180	CastAirLead	biden looks like a normal personal in an old person suit	0
181	Cautela	1 50 00   no words necessary	0
182	CephalotripsyGodless	the  billionaire  who hides his tax returns  the  genius  who hides his college grades  the  businessman  who bankrupted 3 casinos and lost over  1b in 10 years  the  playboy  who pays for sex  the  christian  who doesn t go to church  the  philanthropist  who defrauds charity  the  patriot  who dodged the draft  and attacks dead veterans and their widows  trump has on multiple occasions sowed doubt about the severity of the virus even using the word hoax at events and rallies  he even did it at an event where the virus was being spread   7  trump has put out zero useful information concerning the health risks of the virus   8  trump pretended the virus had been contained	0
183	Cgr88m	politics aside whether you re blue or red  renewable energy is the way of the future  other countries are taking the steps to head in that direction  the projection about the new jobs is correct and projection about the economy growth from it is also correct as per goldman sachs and other analysts but these are just projections not guarantees ofcourse  i have to agree with biden we need to look towards the future and start taking measures to slowly and very slowly transition america into the future but as slow as this transition will be it s still faster than trumps plan to keep using natural gas and oil  in 25 to 35 years whoever is in office will either thank or blame who was in office before them for letting us compete with other countries and setting the example with 0 emissions or keeping us in the fossil fuel age	20
184	ChampionWiseman	america shocked at the satanic pedophilia   torture by hunter   jose biden on underage girls on video	1
185	CharlesKeil	the american people will remember your lieng and false reporting to her people we will never  forget each and every one of your faces	0
186	CharlesW	1 51 26 blm has been here for a few years  and you knew nothing about it until this july  yet you dare to claim that you ve done better than any presidents for black community  seriously	14
187	CharlieTofuric	if you once in your history want to report on something factual and real  report on the felony charge joe biden has on him in ukraine for obstruction of justice having the prosecutor fired for investigating his son while he was vice president	0
188	ChaseGreen	will this effect bitcoin and xrp   cryptocurrencies	0
189	CheezyWheezy	other countries in particular europe  omg im dead     45 00	3
190	ChelseaGraceitha	the righteous must choose the right person to lead their nation true	0
191	Cherry0	anyone here for biden bingo   snl reference	0
192	ChickenNoodleSoup	who broke this country     daddy america    he did it     awkward sons that were dropped at birth who blame each other for everything	3
193	ChloeNicole	he thinks hes running against somebody else  hes running against joe biden  that s not cocky at all  i dont think the 30 seconds  to reply was long enough they should ve said 1 minute because it caused them to rush and interrupt more  imo at least	46
194	Chris159	4 more years   trump 2020          biden has been exposed cnn is in a state of cognitive dissonance	1
195	ChrisDowning	did anybody else notice how the moderator let joe talk uninterrupted but interrupted trump multiple times	12
196	ChrisGantz	y all keep talking about trump running in 4 years    what about him going to jail	10
197	ChrisR	look trump just won when joe biden side about the oil companies and wants to transition to renewables in just 15 years    how dump of a comment   trump just won texas and pennsylvania  trump 2020 2024	0
198	ChristianPerry	joe  make sure they see my mask  biden	0
199	Christine	cnn    speaking of important news   how about reporting documented information of how hunter biden and family sold this country out for their financial gain   it s significant   check it out	1
200	ChristopherClark	if you actually listen to the question and you listen to the answer trump gives he doesn t answe the question because he has no ideal what he is talking about	0
201	ChristopherCottrell	tony bobulinski   i received an email concerning allocation of equity which said  10  held by  h  for  the big guy  this is about dealings with china joe is dirty  he is corrupt  there is no way in hell biden will get out of this  the fbi has the  laptop from hell  and now bobulinski is the icing on the cake  first hand witness  this is freaking crazy the fox interview with tony bobulinski is startling  to say the least  this guy is a former naval officer  and the things he is saying about biden s dealings with communist china scares me to think this crook may have sold the us to china for his own gain  i now see why biden gets so offensive when hunter s dealings are brought up  he keeps trying to say it s  russian disinformation  this interview is crazy  why joe  you don t come across as dirty  this isn t going to end well for joe biden  the evidence between the laptop of hunter s  and the emails that bobulinski has is overwhelming  there is no way i am going to vote for traitor joe now  i am so glad this come out before election day  i am so depressed about this  i can t believe biden couldn t keep his mouth shut about doing away with fracking for 5 more mins  why would he throw the presidency away like that  how freaking stupid  pennsylvania and ohio will decide this election  and biden just lost those 2 states  oh well  with all this info coming out about him and his son s dealings  he would ve never made it to even inauguration day anyway  bobulinski was there last night  and is in dc  being guarded 24 7  trump is the luckiest sob in the world	11
202	ChristyB	sad now not funny anymore pull the plug on this wind up doll joe biden  i don t think he is fit to go in to prison joe biden probably a nursing home  only hunter biden and his brother james the lobbyist should go to jail  chinese ccp will gladly accept biden as the next president because they have already have deep knowledge and understanding of the bidens  because they want be scrutinesd  as much by the biden harris administration  more opportunities and more risks for american companies and people  good investment return with biden for the chinese ccp  at end of the day corporate media call the shots and run it well smearing trump came easy  maybe karma will catch up with the super greedy bidens corruption that is not been told to the american people because of corporate hitec social media and corporate media establishment censoring suppressing the truth about the bidens	3
203	ChronicCristian	can i vote for harambe again	42
204	ChuckKennedy	neither one of these clowns are going to get my vote  what a shame our country has come to this	0
205	CindyN	blue wave 2020	0
206	ClaireZhang	legend	0
207	ClarkMannen	45 02 europe isn t a country don  where in europe  east  west  britain  france  germany    christ it s like two kids playing president  i feel bad for you lot	2
208	ClaytonChapman	god emperor trump	0
209	ClioBianchi	least racist person in this room  lmaoo he wishes	31
210	CloudMaker	biden looked so diminutive compared to trump  all the unbiased polls show that trump won the debate	0
211	CodyBang	i don t see red or blue  what color is my tie  blue   trump2020	1
212	ColleenBrickman	trump card order it on amazon prime mind blowing facts in this short film	0
213	ComedyTikToks	they were surprisingly more  mature  then the last presidential debate	371
214	Conro	the poor boys	1
215	CrackingYs	moderator   what is your covid19 plan   biden   blah blah trump bad blah blah millions will die     i have a plan   but he didnt actually say what his plan is   he doesn t have one	0
216	CrawleyR	i have never said i oppose fracking     biden trump posted video showing the numerous times he and kamala have stated it very clearly  cnn cut off the guy who was about to explain the truth about  kids in cages   cnn is propaganda	83
217	CrazyBatman	too funny i can t stop laughing when i watched this	1
218	CrisdaTomelloso	lmfaoo i don t get in political shit but texas ppl need to vote blue	0
219	CristiClutch	biden uses tactics like me in among us	0
220	CrisyFallows	pro trump dude cut off from talking at the end	1
221	Cubacorazn	cnn can t get enough of telling lies	0
222	CynthiaPrice	was trump punished  as a child  by being sent to the basement   jeebus	1
223	DARKERSTEPStephaniejoviB	first debate joe biden win	0
224	DBookBCookin	trump 2020	0
225	DEFCON4	1 39 biden throws obama under the bus  why has every moderator been a democrat	0
226	DETECTIVEBAT	trump got him   joe expected trump to be like last time	0
227	DJAMP3X	mute button was not used	0
228	DJPomare	trump s  200 000 tax payer paid covid bill    do you have  200 000  what about your mum  dad  friends and neighbours   trump paid  750 tax last year  you work hard  pay tax and then pay a tax cheat s covid bill     229 284  dominated americans	1
229	DParker	silent majority is watching       we know   biden is a  placeholder	0
230	DRay	this closing perky  smooth jazz  is as bad as the candidates	34
231	DaddyShortLegz	the way biden walks in with a face mask	1
232	DaimyMiguel	biden won by far     empathy and humanity	2
233	DamchoeGyaltsen	biden s laptop s matters	0
234	DangerouslyDestiny	you can tell every time trump wants to interrupt biden because he opens his mouth  but stops himself from speaking  kinda funny tbh	0
235	Daniel	i voted for hilary in 2016 but i just can t for biden his policies make no sense and i feel like he s just being used as a puppet the only reason i see why people vote for him are because he s not trump i m concerned for him he shouldn t be running he needs a doctor  trump 2020	5
